action	status	kind	source	destination	bytes	reason
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P03-final-2022-20464512.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P03-final-2022-20464512.out	10638	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P03-final-2022-r1-20465333.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P03-final-2022-r1-20465333.out	12139	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P03-final-2023-20464513.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P03-final-2023-20464513.out	4767	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P03-final-2023-r1-20465334.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P03-final-2023-r1-20465334.out	6252	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P03-spatial-router-20458324.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P03-spatial-router-20458324.out	3567	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P04-residual-gate-20462018.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P04-residual-gate-20462018.out	3992	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P05-residual-gate-20464221.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P05-residual-gate-20464221.out	4017	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P06-last-block-router-20464346.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P06-last-block-router-20464346.out	1897	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P06-last-block-router-r1-20464396.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P06-last-block-router-r1-20464396.out	3998	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P07-stochastic-belief-20558998.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P07-stochastic-belief-20558998.out	5191	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P08-teacher-belief-20561688.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P08-teacher-belief-20561688.out	7051	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P09-GroupDRO-20563415.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P09-GroupDRO-20563415.out	1199	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P09-GroupDRO-20563639.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P09-GroupDRO-20563639.out	462	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P09-GroupDRO-20563807.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P09-GroupDRO-20563807.out	1199	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P09-GroupDRO-20563978.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P09-GroupDRO-20563978.out	15622	superseded
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P09-fixed-2022-20564992.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P09-fixed-2022-20564992.out	15599	superseded
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P09-fixed-2023-20564993.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P09-fixed-2023-20564993.out	9698	superseded
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P10-ERM-2022-20582647.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P10-ERM-2022-20582647.out	18623	superseded
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P10-ERM-2023-20582648.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P10-ERM-2023-20582648.out	12720	superseded
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P10-matched-ERM-20566466.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P10-matched-ERM-20566466.out	18612	superseded
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P11-router-2021-20588449.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P11-router-2021-20588449.out	15704	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P12-corrected-alpha-20591988.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P12-corrected-alpha-20591988.out	1578	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P12-corrected-alpha-20595907.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P12-corrected-alpha-20595907.out	24722	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P13-eval-2022-20612762.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P13-eval-2022-20612762.out	21751	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P13-eval-2023-20612763.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P13-eval-2023-20612763.out	15842	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-P13-fire-only-20611586.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-P13-fire-only-20611586.out	21806	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-attention-t1-20653451.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-attention-t1-20653451.out	139	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-attention-t1-20655225.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-attention-t1-20655225.out	10499	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-attention-t5-20653452.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-attention-t5-20653452.out	139	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-attention-t5-20655226.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-attention-t5-20655226.out	1077	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-attention-t5-b32-20657719.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-attention-t5-b32-20657719.out	1710	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-attention-t5-b32-2h-20659234.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-attention-t5-b32-2h-20659234.out	3230	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-filter-t1-20653449.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-filter-t1-20653449.out	139	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-filter-t1-20655223.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-filter-t1-20655223.out	10452	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-filter-t5-20653450.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-filter-t5-20653450.out	139	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-filter-t5-20655224.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-filter-t5-20655224.out	1077	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-filter-t5-b32-20657718.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-filter-t5-b32-20657718.out	1640	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-filter-t5-b32-2h-20659221.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-filter-t5-b32-2h-20659221.out	3227	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-filter-unit-20651743.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-filter-unit-20651743.out	98	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-focused-fix-20653344.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-focused-fix-20653344.out	99	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-focused-tests-20652580.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-focused-tests-20652580.out	99	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-reconstruction-t1-20653453.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-reconstruction-t1-20653453.out	139	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-reconstruction-t1-20655227.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-reconstruction-t1-20655227.out	10326	rejected
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-reconstruction-t5-20653454.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-reconstruction-t5-20653454.out	139	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-reconstruction-t5-20655228.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-reconstruction-t5-20655228.out	1474	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-reconstruction-t5-b32-20659132.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-reconstruction-t5-b32-20659132.out	489	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-belief-reconstruction-t5-b32-2h-20659235.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-belief-reconstruction-t5-b32-2h-20659235.out	3015	out-of-scope-t5
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-qa-cohort-prepare-20828982.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-qa-cohort-prepare-20828982.out	2373	failed-retry
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-qa-cohort-prepare-r1-20842976.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-qa-cohort-prepare-r1-20842976.out	2346	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-align-6-20799679.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-align-6-20799679.out	982	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-align-6-20799737.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-align-6-20799737.out	2353	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-auth-curl-20799548.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-auth-curl-20799548.out	1038	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-auth-diag-20799478.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-auth-diag-20799478.out	1088	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-auth-probe-20799472.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-auth-probe-20799472.out	1113	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-auth-recheck-20799616.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-auth-recheck-20799616.out	2136	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-cover-6-20799949.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-cover-6-20799949.out	3794	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-date-audit-20807868.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-date-audit-20807868.out	156	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-date-pos-20807891.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-date-pos-20807891.out	4482	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-final-verify-20814726.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-final-verify-20814726.out	120	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-geo-structure-20799663.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-geo-structure-20799663.out	3874	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-get-diag-20795496.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-get-diag-20795496.out	516	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-license-diag-20795530.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-license-diag-20795530.out	1016	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-map-audit-20807539.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-map-audit-20807539.out	1627	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-model-green-20807914.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-model-green-20807914.out	98	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-model-red-20807903.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-model-red-20807903.out	1011	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-prov-spike-20795330.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-prov-spike-20795330.out	4675	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-24-20800846.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-24-20800846.out	27165	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-24-20800889.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-24-20800889.out	21474	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-24r1-20804128.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-24r1-20804128.out	27167	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-env-20800642.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-env-20800642.out	19	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-env2-20800644.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-env2-20800644.out	233	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-green-20800771.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-green-20800771.out	3731	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-green2-20800787.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-green2-20800787.out	98	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-model24-20807932.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-model24-20807932.out	27383	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-red-20800617.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-red-20800617.out	99	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-red2-20800655.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-red2-20800655.out	1949	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-result-verify-20807473.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-result-verify-20807473.out	78	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-retry-green-20804110.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-retry-green-20804110.out	98	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-retry-red-20804100.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-retry-red-20804100.out	995	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-retry-red-20804102.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-retry-red-20804102.out	995	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-screenh100-20814289.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-screenh100-20814289.out	1500	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-rel-verify-20800805.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-rel-verify-20800805.out	119	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-screen-env-20807985.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-screen-env-20807985.out	19	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-screen-green-20808049.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-screen-green-20808049.out	98	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-screen-red-20808005.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-screen-red-20808005.out	1402	out-of-scope-data-probe
archive	archived	slurm-log	/project/6085198/kulbear/wildfire/runs/slurm-viirs-struct-spike-20795494.out	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/slurm-viirs-struct-spike-20795494.out	737	out-of-scope-data-probe
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/target-qa-cohort-prepare-20828982	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/target-qa-cohort-prepare-20828982	6922390	failed-retry
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/target-qa-cohort-prepare-20842976	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/target-qa-cohort-prepare-20842976	6924222	out-of-scope-data-probe
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/viirs-reliability-24-20800846	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/viirs-reliability-24-20800846	7490947	out-of-scope-data-probe
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/viirs-reliability-24-20800889	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/viirs-reliability-24-20800889	7110539	out-of-scope-data-probe
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/viirs-reliability-24-20804128	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/viirs-reliability-24-20804128	7493532	out-of-scope-data-probe
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/viirs-reliability-24-model-20807932	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/viirs-reliability-24-model-20807932	7454337	out-of-scope-data-probe
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/viirs-reliability-24-target-20823563	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/viirs-reliability-24-target-20823563	7468711	out-of-scope-data-probe
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/viirs-reliability-screen-20814289	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/viirs-reliability-screen-20814289	6902114	out-of-scope-data-probe
archive	archived	run-directory	/project/6085198/kulbear/wildfire/runs/viirs-target-quality-20823565	/project/6085198/kulbear/wildfire/archive/pre-t1-cleanup-2026-09-04/runs/viirs-target-quality-20823565	6991599	out-of-scope-data-probe
